date,Sector,ETF,total_actions,changed_actions,no_change_actions,avg_target_revision_pct,median_target_revision_pct,unique_brokers,unique_tickers,change_rate
2008-09-30,Communication Services,XLC.US,1,0,1,,,1,1,0.0
2008-10-29,Technology,XLK.US,1,1,0,,,1,1,1.0
2008-12-18,Communication Services,XLC.US,1,0,1,,,0,1,0.0
2009-01-23,Communication Services,XLC.US,1,0,1,,,0,1,0.0
2009-03-06,Communication Services,XLC.US,1,1,0,,,0,1,1.0
2009-03-11,Communication Services,XLC.US,1,0,1,,,1,1,0.0
2009-03-31,Communication Services,XLC.US,1,0,1,,,0,1,0.0
2009-04-20,Consumer Discretionary,XLY.US,1,1,0,,,0,1,1.0
2009-06-15,Communication Services,XLC.US,1,0,1,,,1,1,0.0
2009-07-31,Technology,XLK.US,1,0,1,,,0,1,0.0
2009-09-18,Consumer Discretionary,XLY.US,1,1,0,,,1,1,1.0
2009-09-21,Communication Services,XLC.US,1,1,0,,,0,1,1.0
2009-10-16,Communication Services,XLC.US,1,0,1,,,1,1,0.0
2009-11-17,Technology,XLK.US,1,1,0,,,1,1,1.0
2009-11-20,Healthcare,XLV.US,1,0,1,,,1,1,0.0
2009-11-20,Technology,XLK.US,1,0,1,,,1,1,0.0
2009-12-01,Technology,XLK.US,1,1,0,,,1,1,1.0
2009-12-14,Communication Services,XLC.US,1,1,0,,,1,1,1.0
2009-12-14,Technology,XLK.US,1,1,0,,,0,1,1.0
2009-12-29,Healthcare,XLV.US,1,0,1,,,1,1,0.0
2010-01-06,Communication Services,XLC.US,1,1,0,,,1,1,1.0
2010-02-16,Consumer Staples,XLP.US,1,1,0,,,1,1,1.0
2010-02-18,Consumer Discretionary,XLY.US,1,0,1,,,1,1,0.0
2010-03-09,Technology,XLK.US,1,1,0,,,1,1,1.0
2010-03-23,Consumer Discretionary,XLY.US,1,1,0,,,1,1,1.0
2010-03-24,Consumer Staples,XLP.US,2,1,1,8.823529411764707,8.823529411764707,2,2,0.5
2010-03-24,Technology,XLK.US,1,0,1,6.976744186046512,6.976744186046512,1,1,0.0
2010-03-25,Consumer Discretionary,XLY.US,1,0,1,28.041825095057042,28.041825095057042,1,1,0.0
2010-04-12,Technology,XLK.US,1,1,0,,,1,1,1.0
2010-04-13,Communication Services,XLC.US,1,1,0,,,1,1,1.0
2010-04-16,Communication Services,XLC.US,1,0,1,21.052631578947366,21.052631578947366,1,1,0.0
2010-04-23,Technology,XLK.US,1,0,1,,,0,1,0.0
2010-05-07,Consumer Staples,XLP.US,1,1,0,,,1,1,1.0
2010-05-20,Consumer Staples,XLP.US,1,1,0,,,1,1,1.0
2010-05-21,Consumer Staples,XLP.US,1,1,0,,,1,1,1.0
2010-05-24,Technology,XLK.US,1,1,0,,,1,1,1.0
2010-05-26,Technology,XLK.US,1,1,0,,,0,1,1.0
2010-06-09,Communication Services,XLC.US,1,0,1,,,0,1,0.0
2010-06-10,Consumer Discretionary,XLY.US,1,0,1,-11.846689895470384,-11.846689895470384,1,1,0.0
2010-07-21,Technology,XLK.US,1,1,0,,,1,1,1.0
2010-08-12,Consumer Discretionary,XLY.US,1,1,0,,,1,1,1.0
2010-09-17,Technology,XLK.US,1,0,1,-14.285714285714285,-14.285714285714285,1,1,0.0
2010-10-29,Technology,XLK.US,1,0,1,,,0,1,0.0
2010-11-11,Technology,XLK.US,1,0,1,,,1,1,0.0
2010-11-18,Technology,XLK.US,1,1,0,,,1,1,1.0
2010-12-13,Technology,XLK.US,2,1,1,,,1,2,0.5
2010-12-17,Communication Services,XLC.US,1,0,1,,,0,1,0.0
2010-12-20,Communication Services,XLC.US,1,1,0,,,1,1,1.0
2010-12-20,Consumer Discretionary,XLY.US,1,1,0,,,1,1,1.0
2010-12-21,Consumer Staples,XLP.US,1,0,1,,,0,1,0.0
2011-01-07,Consumer Discretionary,XLY.US,1,1,0,,,1,1,1.0
2011-01-13,Consumer Discretionary,XLY.US,1,0,1,0.0,0.0,0,1,0.0
2011-01-28,Technology,XLK.US,1,0,1,,,0,1,0.0
2011-02-09,Communication Services,XLC.US,1,0,1,,,0,1,0.0
2011-02-11,Consumer Staples,XLP.US,1,0,1,,,0,1,0.0
2011-02-15,Communication Services,XLC.US,1,0,1,,,1,1,0.0
2011-02-28,Consumer Discretionary,XLY.US,1,1,0,,,1,1,1.0
2011-04-06,Technology,XLK.US,1,1,0,,,1,1,1.0
2011-04-27,Consumer Discretionary,XLY.US,1,0,1,,,0,1,0.0
2011-04-29,Consumer Staples,XLP.US,1,0,1,,,0,1,0.0
2011-04-29,Technology,XLK.US,1,0,1,,,1,1,0.0
2011-07-12,Technology,XLK.US,1,1,0,-19.444444444444446,-19.444444444444446,1,1,1.0
2011-07-15,Communication Services,XLC.US,1,0,1,,,0,1,0.0
2011-07-22,Consumer Staples,XLP.US,1,0,1,,,0,1,0.0
2011-07-22,Technology,XLK.US,1,0,1,,,1,1,0.0
2011-07-27,Consumer Discretionary,XLY.US,1,0,1,,,0,1,0.0
2011-08-12,Technology,XLK.US,1,1,0,,,0,1,1.0
2011-09-16,Technology,XLK.US,1,1,0,,,1,1,1.0
2011-09-23,Consumer Staples,XLP.US,1,1,0,,,0,1,1.0
2011-10-10,Communication Services,XLC.US,1,1,0,,,1,1,1.0
2011-10-12,Technology,XLK.US,1,0,1,12.795167490389886,12.795167490389886,1,1,0.0
2011-10-24,Consumer Discretionary,XLY.US,1,0,1,,,0,1,0.0
2011-10-28,Technology,XLK.US,1,1,0,,,1,1,1.0
2011-11-08,Consumer Discretionary,XLY.US,1,0,1,,,0,1,0.0
2011-12-06,Communication Services,XLC.US,1,1,0,,,1,1,1.0
2011-12-08,Consumer Discretionary,XLY.US,1,1,0,,,1,1,1.0
2011-12-30,Communication Services,XLC.US,1,0,1,8.605851979345955,8.605851979345955,1,1,0.0
2012-01-19,Communication Services,XLC.US,1,0,1,,,0,1,0.0
2012-01-20,Communication Services,XLC.US,1,1,0,-1.3206550449022716,-1.3206550449022716,1,1,1.0
2012-02-01,Consumer Discretionary,XLY.US,1,0,1,,,0,1,0.0
2012-02-10,Communication Services,XLC.US,1,1,0,-28.000000000000004,-28.000000000000004,1,1,1.0
2012-03-15,Consumer Discretionary,XLY.US,1,1,0,,,1,1,1.0
2012-03-15,Technology,XLK.US,1,0,1,18.33877741483901,18.33877741483901,1,1,0.0
2012-03-19,Consumer Discretionary,XLY.US,1,1,0,,,1,1,1.0
2012-03-20,Technology,XLK.US,2,2,0,,,1,2,1.0
2012-04-10,Technology,XLK.US,1,0,1,10.0,10.0,1,1,0.0
2012-04-11,Consumer Discretionary,XLY.US,1,0,1,21.38728323699422,21.38728323699422,1,1,0.0
2012-04-17,Technology,XLK.US,1,0,1,25.0,25.0,1,1,0.0
2012-04-19,Technology,XLK.US,1,1,0,,,1,1,1.0
2012-04-27,Consumer Discretionary,XLY.US,1,0,1,,,0,1,0.0
2012-05-04,Technology,XLK.US,1,0,1,,,0,1,0.0
2012-05-07,Technology,XLK.US,1,1,0,,,1,1,1.0
2012-05-10,Consumer Discretionary,XLY.US,1,0,1,6.290956749672345,6.290956749672345,1,1,0.0
2012-05-29,Healthcare,XLV.US,1,1,0,,,1,1,1.0
2012-06-20,Technology,XLK.US,1,1,0,,,1,1,1.0
2012-06-21,Communication Services,XLC.US,1,0,1,,,1,1,0.0
2012-06-22,Communication Services,XLC.US,1,0,1,,,0,1,0.0
2012-06-27,Communication Services,XLC.US,1,0,1,,,1,1,0.0
2012-07-05,Consumer Discretionary,XLY.US,1,0,1,,,1,1,0.0
2012-07-11,Consumer Discretionary,XLY.US,1,0,1,,,0,1,0.0
2012-07-18,Technology,XLK.US,1,0,1,,,0,1,0.0
2012-07-19,Technology,XLK.US,1,1,0,,,1,1,1.0
2012-07-25,Technology,XLK.US,2,0,2,,,2,1,0.0
2012-07-27,Communication Services,XLC.US,1,0,1,,,0,1,0.0
2012-07-27,Consumer Discretionary,XLY.US,1,0,1,,,0,1,0.0
2012-07-31,Healthcare,XLV.US,1,1,0,,,0,1,1.0
2012-08-08,Communication Services,XLC.US,1,0,1,,,0,1,0.0
2012-08-09,Technology,XLK.US,1,1,0,,,1,1,1.0
2012-08-13,Consumer Staples,XLP.US,1,0,1,,,1,1,0.0
2012-08-16,Technology,XLK.US,1,0,1,,,1,1,0.0
2012-08-23,Consumer Discretionary,XLY.US,1,0,1,,,0,1,0.0
2012-09-04,Consumer Discretionary,XLY.US,1,0,1,,,0,1,0.0
2012-09-04,Technology,XLK.US,2,0,2,,,0,2,0.0
2012-09-05,Consumer Discretionary,XLY.US,1,1,0,,,1,1,1.0
2012-09-10,Technology,XLK.US,1,0,1,,,0,1,0.0
2012-09-17,Communication Services,XLC.US,1,1,0,,,1,1,1.0
2012-09-17,Consumer Discretionary,XLY.US,1,0,1,,,1,1,0.0
2012-09-17,Healthcare,XLV.US,1,1,0,,,1,1,1.0
2012-09-17,Technology,XLK.US,1,0,1,,,1,1,0.0
2012-09-20,Technology,XLK.US,1,1,0,,,0,1,1.0
2012-09-21,Consumer Discretionary,XLY.US,3,1,2,,,1,2,0.3333333333333333
2012-09-24,Communication Services,XLC.US,1,0,1,,,0,1,0.0
2012-09-24,Technology,XLK.US,1,1,0,,,1,1,1.0
2012-10-02,Consumer Staples,XLP.US,1,0,1,,,0,1,0.0
2012-10-03,Technology,XLK.US,1,0,1,,,0,1,0.0
2012-10-08,Communication Services,XLC.US,1,1,0,,,1,1,1.0
2012-10-08,Consumer Discretionary,XLY.US,1,0,1,,,1,1,0.0
2012-10-09,Communication Services,XLC.US,1,0,1,13.432835820895523,13.432835820895523,1,1,0.0
2012-10-10,Consumer Discretionary,XLY.US,1,0,1,,,0,1,0.0
2012-10-11,Communication Services,XLC.US,1,0,1,,,0,1,0.0
2012-10-12,Consumer Staples,XLP.US,1,1,0,-29.310344827586203,-29.310344827586203,1,1,1.0
2012-10-15,Communication Services,XLC.US,1,0,1,,,1,1,0.0
2012-10-17,Technology,XLK.US,2,0,2,,,1,2,0.0
2012-10-19,Communication Services,XLC.US,1,0,1,,,0,1,0.0
2012-10-19,Technology,XLK.US,1,0,1,,,0,1,0.0
2012-10-26,Consumer Discretionary,XLY.US,2,1,1,,,1,1,0.5
2012-10-26,Technology,XLK.US,1,0,1,,,0,1,0.0
2012-10-31,Communication Services,XLC.US,1,0,1,,,0,1,0.0
2012-11-05,Technology,XLK.US,1,1,0,,,1,1,1.0
2012-11-08,Communication Services,XLC.US,1,1,0,,,1,1,1.0
2012-11-14,Technology,XLK.US,1,0,1,,,1,1,0.0
2012-11-19,Technology,XLK.US,1,0,1,,,1,1,0.0
2012-11-27,Healthcare,XLV.US,1,1,0,,,1,1,1.0
2012-11-28,Communication Services,XLC.US,1,0,1,,,0,1,0.0
2012-11-29,Consumer Discretionary,XLY.US,1,0,1,,,1,1,0.0
2012-12-11,Technology,XLK.US,1,1,0,,,1,1,1.0
2012-12-12,Communication Services,XLC.US,1,0,1,,,1,1,0.0
2012-12-14,Technology,XLK.US,2,1,1,,,0,2,0.5
2012-12-17,Technology,XLK.US,1,0,1,,,1,1,0.0
2012-12-18,Communication Services,XLC.US,1,0,1,,,0,1,0.0
2012-12-18,Technology,XLK.US,1,0,1,,,1,1,0.0
2012-12-21,Healthcare,XLV.US,1,0,1,0.0,0.0,0,1,0.0
2013-01-07,Communication Services,XLC.US,1,0,1,,,1,1,0.0
2013-01-11,Consumer Discretionary,XLY.US,1,0,1,,,0,1,0.0
2013-01-14,Consumer Discretionary,XLY.US,1,1,0,,,1,1,1.0
2013-01-14,Technology,XLK.US,1,0,1,,,1,1,0.0
2013-01-16,Technology,XLK.US,2,0,2,,,2,1,0.0
2013-01-17,Technology,XLK.US,1,0,1,,,1,1,0.0
2013-01-18,Technology,XLK.US,3,1,2,,,1,2,0.3333333333333333
2013-01-23,Communication Services,XLC.US,1,0,1,3.017031630170321,3.017031630170321,1,1,0.0
2013-01-23,Technology,XLK.US,1,0,1,,,1,1,0.0
2013-01-24,Communication Services,XLC.US,1,0,1,,,0,1,0.0
2013-01-24,Technology,XLK.US,4,0,4,,,2,1,0.0
2013-01-25,Technology,XLK.US,1,0,1,,,0,1,0.0
2013-01-28,Communication Services,XLC.US,1,1,0,,,1,1,1.0
2013-01-28,Consumer Discretionary,XLY.US,1,0,1,,,1,1,0.0
2013-01-30,Consumer Discretionary,XLY.US,5,0,5,,,0,1,0.0
2013-02-01,Communication Services,XLC.US,1,0,1,,,1,1,0.0
2013-02-04,Technology,XLK.US,2,1,1,,,2,1,0.5
2013-02-05,Communication Services,XLC.US,1,0,1,,,1,1,0.0
2013-02-06,Technology,XLK.US,1,0,1,,,0,1,0.0
2013-02-07,Technology,XLK.US,1,0,1,,,1,1,0.0
2013-02-11,Technology,XLK.US,1,0,1,,,1,1,0.0
2013-02-12,Technology,XLK.US,1,1,0,,,1,1,1.0
2013-02-13,Consumer Discretionary,XLY.US,1,0,1,,,1,1,0.0
2013-02-20,Consumer Discretionary,XLY.US,1,0,1,,,0,1,0.0
2013-02-21,Communication Services,XLC.US,1,0,1,,,1,1,0.0
2013-02-28,Consumer Staples,XLP.US,1,0,1,,,1,1,0.0
2013-03-01,Healthcare,XLV.US,1,1,0,4.549173621338571,4.549173621338571,1,1,1.0
2013-03-06,Consumer Discretionary,XLY.US,1,1,0,,,1,1,1.0
2013-03-08,Communication Services,XLC.US,2,0,2,,,0,1,0.0
2013-03-11,Communication Services,XLC.US,1,1,0,,,1,1,1.0
2013-03-14,Consumer Discretionary,XLY.US,1,1,0,,,0,1,1.0
2013-03-18,Healthcare,XLV.US,1,0,1,,,1,1,0.0
2013-03-19,Consumer Discretionary,XLY.US,1,0,1,,,1,1,0.0
2013-03-19,Technology,XLK.US,1,1,0,,,1,1,1.0
2013-03-20,Technology,XLK.US,1,0,1,,,0,1,0.0
2013-03-26,Communication Services,XLC.US,1,0,1,,,0,1,0.0
2013-03-26,Technology,XLK.US,1,1,0,,,1,1,1.0
2013-03-27,Technology,XLK.US,1,0,1,,,1,1,0.0
2013-03-28,Healthcare,XLV.US,1,0,1,6.965174129353234,6.965174129353234,1,1,0.0
2013-04-04,Technology,XLK.US,1,1,0,-5.714285714285714,-5.714285714285714,1,1,1.0
2013-04-10,Communication Services,XLC.US,1,0,1,,,0,1,0.0
2013-04-12,Technology,XLK.US,2,0,2,-8.352776481567892,-8.352776481567892,2,2,0.0
2013-04-15,Technology,XLK.US,1,0,1,,,0,1,0.0
2013-04-16,Consumer Staples,XLP.US,1,1,0,,,1,1,1.0
2013-04-16,Technology,XLK.US,1,0,1,,,1,1,0.0
2013-04-17,Consumer Discretionary,XLY.US,1,0,1,,,0,1,0.0
2013-04-17,Consumer Staples,XLP.US,1,0,1,,,0,1,0.0
2013-04-17,Technology,XLK.US,1,1,0,-20.666344760985037,-20.666344760985037,1,1,1.0
2013-04-19,Communication Services,XLC.US,1,1,0,5.904581955597543,5.904581955597543,1,1,1.0
2013-04-19,Healthcare,XLV.US,1,0,1,,,1,1,0.0
2013-04-22,Communication Services,XLC.US,1,1,0,,,1,1,1.0
2013-04-23,Communication Services,XLC.US,1,0,1,,,0,1,0.0
2013-04-23,Technology,XLK.US,1,0,1,2.4390243902439024,2.4390243902439024,1,1,0.0
2013-04-24,Technology,XLK.US,2,0,2,-1.082113303628273,-1.082113303628273,1,1,0.0
2013-04-26,Communication Services,XLC.US,1,1,0,30.01960235228227,30.01960235228227,1,1,1.0
2013-04-26,Consumer Discretionary,XLY.US,2,0,2,,,1,2,0.0
2013-05-02,Technology,XLK.US,1,1,0,25.0,25.0,1,1,1.0
2013-05-03,Consumer Discretionary,XLY.US,1,0,1,,,0,1,0.0
2013-05-03,Healthcare,XLV.US,1,1,0,,,1,1,1.0
2013-05-03,Technology,XLK.US,1,0,1,4.878048780487805,4.878048780487805,1,1,0.0
2013-05-06,Healthcare,XLV.US,1,0,1,,,0,1,0.0
2013-05-06,Technology,XLK.US,1,1,0,,,1,1,1.0
2013-05-08,Communication Services,XLC.US,2,0,2,,,0,1,0.0
2013-05-08,Consumer Discretionary,XLY.US,1,0,1,,,1,1,0.0
2013-05-14,Consumer Discretionary,XLY.US,1,0,1,,,1,1,0.0
2013-05-15,Technology,XLK.US,1,0,1,,,0,1,0.0
2013-05-16,Technology,XLK.US,3,0,3,,,2,1,0.0
2013-05-17,Communication Services,XLC.US,1,0,1,,,0,1,0.0
2013-05-20,Consumer Staples,XLP.US,1,1,0,,,1,1,1.0
2013-05-21,Consumer Discretionary,XLY.US,1,0,1,12.5,12.5,1,1,0.0
2013-05-21,Technology,XLK.US,1,1,0,21.21212121212121,21.21212121212121,1,1,1.0
2013-05-22,Healthcare,XLV.US,1,1,0,,,1,1,1.0
2013-05-22,Technology,XLK.US,2,1,1,9.364435429344152,9.364435429344152,2,2,0.5
2013-05-24,Technology,XLK.US,2,0,2,15.384615384615385,15.384615384615385,1,1,0.0
2013-05-28,Healthcare,XLV.US,1,1,0,,,1,1,1.0
2013-05-30,Communication Services,XLC.US,1,1,0,3.225806451612903,3.225806451612903,1,1,1.0
2013-05-30,Industrials,XLI.US,1,1,0,,,1,1,1.0
2013-05-31,Consumer Staples,XLP.US,3,1,2,1.374570446735395,0.0,2,1,0.3333333333333333
2013-06-03,Healthcare,XLV.US,1,1,0,,,1,1,1.0
2013-06-03,Technology,XLK.US,1,1,0,,,1,1,1.0
2013-06-04,Consumer Discretionary,XLY.US,1,1,0,,,1,1,1.0
2013-06-04,Healthcare,XLV.US,1,1,0,,,1,1,1.0
2013-06-04,Technology,XLK.US,2,2,0,3.4346846846846844,3.4346846846846844,2,1,1.0
2013-06-05,Consumer Staples,XLP.US,4,2,2,,,2,2,0.5
2013-06-05,Healthcare,XLV.US,1,1,0,,,1,1,1.0
2013-06-05,Technology,XLK.US,1,0,1,,,0,1,0.0
2013-06-06,Technology,XLK.US,1,0,1,14.285714285714285,14.285714285714285,1,1,0.0
2013-06-10,Technology,XLK.US,2,0,2,,,0,2,0.0
2013-06-11,Consumer Discretionary,XLY.US,1,1,0,-16.666666666666664,-16.666666666666664,1,1,1.0
2013-06-11,Technology,XLK.US,1,1,0,3.3333333333333335,3.3333333333333335,1,1,1.0
2013-06-12,Communication Services,XLC.US,1,1,0,,,1,1,1.0
2013-06-13,Consumer Discretionary,XLY.US,1,1,0,4.166666666666666,4.166666666666666,1,1,1.0
2013-06-13,Consumer Staples,XLP.US,1,0,1,,,0,1,0.0
2013-06-13,Technology,XLK.US,1,1,0,7.6923076923076925,7.6923076923076925,1,1,1.0
2013-06-17,Consumer Discretionary,XLY.US,1,1,0,,,1,1,1.0
2013-06-18,Healthcare,XLV.US,1,1,0,,,1,1,1.0
2013-06-19,Consumer Discretionary,XLY.US,1,1,0,,,1,1,1.0
2013-06-19,Technology,XLK.US,1,0,1,4.0,4.0,1,1,0.0
2013-06-20,Technology,XLK.US,2,1,1,14.547413793103448,14.547413793103448,2,1,0.5
2013-06-21,Technology,XLK.US,1,1,0,8.333333333333332,8.333333333333332,1,1,1.0
2013-06-24,Consumer Staples,XLP.US,1,0,1,,,1,1,0.0
2013-06-24,Technology,XLK.US,2,1,1,,,1,2,0.5
2013-06-25,Technology,XLK.US,1,1,0,,,1,1,1.0
2013-06-26,Communication Services,XLC.US,1,1,0,,,1,1,1.0
2013-06-26,Technology,XLK.US,1,0,1,11.11111111111111,11.11111111111111,1,1,0.0
2013-06-27,Industrials,XLI.US,1,0,1,-1.8867924528301887,-1.8867924528301887,1,1,0.0
2013-06-27,Technology,XLK.US,2,2,0,1.828471411901985,1.828471411901985,2,2,1.0
2013-06-28,Consumer Discretionary,XLY.US,1,1,0,,,1,1,1.0
2013-06-28,Technology,XLK.US,1,0,1,,,1,1,0.0
2013-07-01,Technology,XLK.US,2,2,0,,,2,2,1.0
2013-07-05,Communication Services,XLC.US,1,0,1,14.285714285714285,14.285714285714285,1,1,0.0
2013-07-08,Consumer Discretionary,XLY.US,1,1,0,,,1,1,1.0
2013-07-09,Communication Services,XLC.US,1,1,0,8.635578583765112,8.635578583765112,1,1,1.0
2013-07-10,Communication Services,XLC.US,3,3,0,,,1,3,1.0
2013-07-10,Consumer Discretionary,XLY.US,3,2,1,,,1,2,0.6666666666666666
2013-07-11,Communication Services,XLC.US,1,1,0,,,1,1,1.0
2013-07-11,Technology,XLK.US,2,2,0,12.0,12.0,1,2,1.0
2013-07-12,Consumer Discretionary,XLY.US,1,1,0,9.071274298056162,9.071274298056162,1,1,1.0
2013-07-15,Consumer Discretionary,XLY.US,1,1,0,,,1,1,1.0
2013-07-16,Communication Services,XLC.US,1,0,1,,,0,1,0.0
2013-07-16,Consumer Discretionary,XLY.US,2,0,2,16.86046511627907,16.86046511627907,1,2,0.0
2013-07-16,Industrials,XLI.US,1,0,1,-1.9230769230769231,-1.9230769230769231,1,1,0.0
2013-07-17,Consumer Discretionary,XLY.US,1,0,1,,,1,1,0.0
2013-07-18,Communication Services,XLC.US,1,0,1,,,1,1,0.0
2013-07-18,Consumer Discretionary,XLY.US,2,1,1,,,2,1,0.5
2013-07-19,Consumer Discretionary,XLY.US,1,1,0,-1.5350877192982388,-1.5350877192982388,1,1,1.0
2013-07-19,Healthcare,XLV.US,2,1,1,-17.998560115190784,-17.998560115190784,2,1,0.5
2013-07-19,Technology,XLK.US,2,2,0,,,2,1,1.0
2013-07-22,Technology,XLK.US,1,1,0,,,1,1,1.0
2013-07-23,Communication Services,XLC.US,1,1,0,,,1,1,1.0
2013-07-24,Technology,XLK.US,3,1,2,,,3,1,0.3333333333333333
2013-07-25,Communication Services,XLC.US,5,4,1,24.16516237944809,18.917748917748916,5,3,0.8
2013-07-25,Technology,XLK.US,1,0,1,4.0,4.0,1,1,0.0
2013-07-26,Healthcare,XLV.US,1,1,0,9.25925925925926,9.25925925925926,1,1,1.0
2013-07-30,Healthcare,XLV.US,1,0,1,,,1,1,0.0
2013-07-30,Technology,XLK.US,1,0,1,,,0,1,0.0
2013-08-01,Communication Services,XLC.US,3,2,1,3.968253968253968,4.166666666666666,3,1,0.6666666666666666
2013-08-01,Technology,XLK.US,3,2,1,3.777777777777776,3.777777777777776,2,2,0.6666666666666666
2013-08-05,Technology,XLK.US,1,0,1,,,1,1,0.0
2013-08-07,Technology,XLK.US,1,0,1,,,1,1,0.0
2013-08-08,Consumer Staples,XLP.US,1,0,1,,,1,1,0.0
2013-08-08,Healthcare,XLV.US,1,0,1,28.57142857142857,28.57142857142857,1,1,0.0
2013-08-08,Technology,XLK.US,2,1,1,,,1,1,0.5
2013-08-09,Communication Services,XLC.US,1,1,0,,,1,1,1.0
2013-08-09,Consumer Discretionary,XLY.US,5,4,1,14.014418171356251,13.861386138613863,5,1,0.8
2013-08-12,Consumer Staples,XLP.US,1,1,0,,,1,1,1.0
2013-08-12,Technology,XLK.US,2,2,0,,,1,2,1.0
2013-08-13,Technology,XLK.US,3,2,1,,,3,3,0.6666666666666666
2013-08-15,Technology,XLK.US,2,0,2,7.6923076923076925,7.6923076923076925,2,2,0.0
2013-08-16,Communication Services,XLC.US,1,1,0,,,1,1,1.0
2013-08-19,Technology,XLK.US,1,1,0,,,1,1,1.0
2013-08-21,Healthcare,XLV.US,1,0,1,22.58064516129032,22.58064516129032,1,1,0.0
2013-08-21,Technology,XLK.US,2,2,0,3.115079365079365,3.115079365079365,2,1,1.0
2013-08-22,Healthcare,XLV.US,1,0,1,22.22222222222222,22.22222222222222,1,1,0.0
2013-08-23,Technology,XLK.US,5,2,3,12.499999999999998,12.499999999999998,4,2,0.4
2013-08-26,Consumer Staples,XLP.US,1,1,0,,,1,1,1.0
2013-08-27,Healthcare,XLV.US,1,1,0,4.615384615384616,4.615384615384616,1,1,1.0
2013-08-28,Technology,XLK.US,2,0,2,3.726893261776979,3.726893261776979,2,2,0.0
2013-08-30,Technology,XLK.US,1,0,1,10.0,10.0,1,1,0.0
2013-09-04,Technology,XLK.US,2,0,2,,,1,2,0.0
2013-09-05,Consumer Discretionary,XLY.US,1,1,0,,,1,1,1.0
2013-09-06,Communication Services,XLC.US,1,1,0,,,1,1,1.0
2013-09-06,Consumer Discretionary,XLY.US,2,1,1,,,1,1,0.5
2013-09-06,Technology,XLK.US,3,1,2,,,3,2,0.3333333333333333
2013-09-09,Consumer Discretionary,XLY.US,1,1,0,,,1,1,1.0
2013-09-09,Consumer Staples,XLP.US,1,0,1,,,0,1,0.0
2013-09-09,Technology,XLK.US,1,0,1,,,1,1,0.0
2013-09-10,Technology,XLK.US,1,0,1,,,1,1,0.0
2013-09-11,Technology,XLK.US,2,1,1,,,2,1,0.5
2013-09-12,Communication Services,XLC.US,2,2,0,20.454545454545457,20.454545454545457,2,2,1.0
2013-09-12,Technology,XLK.US,2,2,0,2.666666666666667,2.666666666666667,2,2,1.0
2013-09-13,Communication Services,XLC.US,1,0,1,26.446280991735538,26.446280991735538,1,1,0.0
2013-09-13,Consumer Discretionary,XLY.US,1,1,0,-5.88235294117647,-5.88235294117647,1,1,1.0
2013-09-13,Healthcare,XLV.US,1,0,1,,,0,1,0.0
2013-09-17,Technology,XLK.US,1,0,1,,,1,1,0.0
2013-09-18,Consumer Staples,XLP.US,1,0,1,,,1,1,0.0
2013-09-18,Healthcare,XLV.US,1,1,0,,,1,1,1.0
2013-09-18,Technology,XLK.US,2,2,0,11.538461538461538,11.538461538461538,2,2,1.0
2013-09-19,Communication Services,XLC.US,1,1,0,,,1,1,1.0
2013-09-19,Consumer Staples,XLP.US,1,0,1,,,1,1,0.0
